ou_mean,ou_std,PV2_V_num_-200_0,PV2_V_mean_-200_0,PV2_V_median_-200_0,PV2_V_num_-200_-70,PV2_V_mean_-200_-70,PV2_V_median_-200_-70,PV2_V_num_-70_-50,PV2_V_mean_-70_-50,PV2_V_median_-70_-50,PV2_V_num_-50_0,PV2_V_mean_-50_0,PV2_V_median_-50_0,PV3_V_num_-200_0,PV3_V_mean_-200_0,PV3_V_median_-200_0,PV3_V_num_-200_-70,PV3_V_mean_-200_-70,PV3_V_median_-200_-70,PV3_V_num_-70_-50,PV3_V_mean_-70_-50,PV3_V_median_-70_-50,PV3_V_num_-50_0,PV3_V_mean_-50_0,PV3_V_median_-50_0,PV4_V_num_-200_0,PV4_V_mean_-200_0,PV4_V_median_-200_0,PV4_V_num_-200_-70,PV4_V_mean_-200_-70,PV4_V_median_-200_-70,PV4_V_num_-70_-50,PV4_V_mean_-70_-50,PV4_V_median_-70_-50,PV4_V_num_-50_0,PV4_V_mean_-50_0,PV4_V_median_-50_0,PV5A_V_num_-200_0,PV5A_V_mean_-200_0,PV5A_V_median_-200_0,PV5A_V_num_-200_-70,PV5A_V_mean_-200_-70,PV5A_V_median_-200_-70,PV5A_V_num_-70_-50,PV5A_V_mean_-70_-50,PV5A_V_median_-70_-50,PV5A_V_num_-50_0,PV5A_V_mean_-50_0,PV5A_V_median_-50_0,PV5B_V_num_-200_0,PV5B_V_mean_-200_0,PV5B_V_median_-200_0,PV5B_V_num_-200_-70,PV5B_V_mean_-200_-70,PV5B_V_median_-200_-70,PV5B_V_num_-70_-50,PV5B_V_mean_-70_-50,PV5B_V_median_-70_-50,PV5B_V_num_-50_0,PV5B_V_mean_-50_0,PV5B_V_median_-50_0,PV6_V_num_-200_0,PV6_V_mean_-200_0,PV6_V_median_-200_0,PV6_V_num_-200_-70,PV6_V_mean_-200_-70,PV6_V_median_-200_-70,PV6_V_num_-70_-50,PV6_V_mean_-70_-50,PV6_V_median_-70_-50,PV6_V_num_-50_0,PV6_V_mean_-50_0,PV6_V_median_-50_0
0.004,0.0055263157894736,319996,-65.58298442236877,-64.88975828196732,68920,-74.344357735578,-73.23379353586361,251044,-63.1797563555538,-63.324993717088546,32,-49.39979876955498,-49.32916705340667,319996,-65.7385736908664,-65.01989657452836,69833,-74.43792606598944,-73.39714534336284,250148,-63.31097902221252,-63.470559150855905,15,-49.47702452211521,-49.4471851672266,319996,-65.57796769582892,-64.91655771840078,65882,-74.35300162170428,-73.28729646667544,254114,-63.30293843689582,-63.501255298992135,0,,,319996,-65.56692106971167,-64.86258836368302,67391,-74.3576501688535,-73.28998637265393,252592,-63.22239728533315,-63.32339348066422,13,-49.56130749043943,-49.445061623953606,319996,-65.85608214589716,-65.23145525949096,71129,-74.26409198988195,-73.22665434750945,248867,-63.452977948905215,-63.65398518632775,0,,,319996,-65.84178795689377,-65.15876993741517,70095,-74.32405058509737,-73.27670057942125,249901,-63.46258899841048,-63.62177919590082,0,,
0.036,0.0039473684210526,264693,-39.1543934247832,-41.282880423684325,0,,,25256,-52.91874915731148,-53.21238004192122,239437,-37.702518533347316,-40.718772634860315,264710,-39.18282861715284,-41.30903753632772,0,,,25266,-52.927832262366664,-53.211865673826935,239444,-37.7324633455237,-40.74302795796214,264675,-39.173351945043756,-41.29325765964015,0,,,25270,-52.92407643043327,-53.204681762111946,239405,-37.7219168967123,-40.72641644888573,264683,-39.15401301516362,-41.27580606870609,0,,,25202,-52.93101187730319,-53.22726644228376,239481,-37.70417805822071,-40.71161498568511,264753,-39.193822219664774,-41.31762653291316,0,,,25229,-52.940752425264414,-53.235007994767514,239524,-37.74586167225794,-40.758671397212886,264727,-39.198678635408946,-41.32570528048635,0,,,25310,-52.92808296380246,-53.220620648623495,239417,-37.747272830676444,-40.76020411241254
0.04,0.0071052631578947,260466,-38.43757271500529,-40.40665435301311,0,,,28220,-53.04415900457419,-53.021899102146946,232246,-36.66273971425766,-39.65307057638057,260608,-38.43346739049602,-40.385145052537396,0,,,28001,-53.01754215251339,-53.01808443084603,232607,-36.67785093264546,-39.6438729010828,260458,-38.43229543274299,-40.3829091304461,0,,,28279,-53.02982638409288,-53.02148083724561,232179,-36.654341449939956,-39.64322887856659,260370,-38.447102340673375,-40.390419175635046,0,,,28398,-53.062957116608175,-53.03518520332935,231972,-36.65783017020885,-39.63859579277213,260642,-38.482749030997795,-40.44864454894246,0,,,28204,-53.06786458805921,-53.04658284227837,232438,-36.71299279849124,-39.70347192667339,260660,-38.478774524306196,-40.45773700839249,0,,,28119,-53.03269604846788,-53.037954433143625,232541,-36.718905428800866,-39.713746307930805
0.002,0.0110526315789473,319996,-73.53641232980604,-70.89452262281226,167705,-84.472277494136,-81.6801024743036,149549,-61.77545392819899,-62.151788110183325,2742,-46.125872803175916,-47.95969743819082,319996,-73.87846498835235,-71.1910336640718,170632,-84.47857728730897,-81.46714304015094,147511,-61.95087058964628,-62.367831466156304,1853,-47.29077775250092,-48.85617401920869,319996,-73.40617962100546,-70.96919692694425,168580,-83.92295188805454,-80.87830895165865,148847,-61.96693494679785,-62.316860409977956,2569,-46.07250240911462,-48.00872582946616,319996,-73.46372831758922,-70.79472381676878,166668,-84.33148736463305,-81.3853841027362,151235,-61.85610241000446,-62.25586713234314,2093,-46.78988182016105,-48.612095649078576,319996,-74.15487984192625,-71.77299735146491,175909,-84.25841637545778,-81.51974871911342,142026,-62.042942544860175,-62.48945722513188,2061,-46.45327793804747,-48.2835901264132,319996,-74.09436482808145,-71.60190360482626,174443,-84.23776372350638,-81.22183175518751,143745,-62.13366180914055,-62.509861072485144,1808,-46.354498646144016,-48.33528191135565
0.034,0.015,269962,-41.25212399446722,-43.30883628246585,144,-73.85302671871999,-73.95422401756461,49006,-54.01358475141604,-53.56304341768404,220812,-38.39864376763479,-41.65017890076099,270280,-41.34062426025688,-43.35633038417731,159,-73.5713830003108,-72.74976318494005,49662,-54.09901082085255,-53.64900363592555,220459,-38.44334320567542,-41.6925501048052,269883,-41.25839524803589,-43.26844916750519,180,-78.17634110930305,-73.27990945248263,48837,-54.0703275410594,-53.64370248260803,220866,-38.39538524355616,-41.651076611318686,270204,-41.27019435193415,-43.31674381138805,21,-73.21780021156519,-74.05803165326394,49069,-54.007968419012705,-53.61315629172816,221114,-38.44042900274537,-41.67364035838196,270579,-41.37189960338618,-43.41350064932687,160,-73.2290566077541,-72.36929682409291,50062,-54.03953828100308,-53.57797261392686,220357,-38.47085959739792,-41.73594588259301,270580,-41.3535386828387,-43.38650824279411,127,-74.03535278547535,-73.63935492224543,49351,-54.034605942800205,-53.602130667494414,221102,-38.50429290153688,-41.7567648678224
0.028,0.0031578947368421,272019,-41.36204590209837,-43.86949610977833,0,,,26533,-53.791164867016825,-54.16957745641079,245486,-40.018662517725424,-43.3493765345291,272058,-41.37128205047215,-43.88205461197563,0,,,26593,-53.793190404198164,-54.17100047402022,245465,-40.025526815099944,-43.35850409256008,272015,-41.3689924114102,-43.87577153542937,0,,,26585,-53.78646083772233,-54.17812413626737,245430,-40.023931098149774,-43.34984018048051,272062,-41.353649315617474,-43.870432706653986,0,,,26591,-53.790112171103495,-54.16143444974515,245471,-40.00645154565591,-43.3465379620904,272200,-41.37542308192221,-43.89944523696406,0,,,26573,-53.797976482614466,-54.16402008469661,245627,-40.031497082269894,-43.3744378369361,272121,-41.38963347825932,-43.90181524334694,0,,,26586,-53.797261414096646,-54.18042922437495,245535,-40.04616229776705,-43.37688625575205
0.004,0.0023684210526315,319996,-64.6071620690174,-64.4823620393392,6658,-71.1029109525297,-70.8168552246261,313338,-64.46913637131583,-64.41675826890591,0,,,319996,-64.67739725790014,-64.54300799705929,6887,-71.13096311159788,-70.85915720555752,313109,-64.53544762363727,-64.47820570252415,0,,,319996,-64.61800341712254,-64.50190502271454,6230,-71.26142763068513,-70.85301146464522,313766,-64.48609450140034,-64.44418226977565,0,,,319996,-64.60610292798974,-64.47418657230662,6436,-71.100497567215,-70.80434749265757,313560,-64.47280172918234,-64.4114061155739,0,,,319996,-64.73251536807422,-64.62651881821955,6533,-71.06950864568176,-70.78091419118316,313463,-64.60044371342086,-64.56541887063827,0,,,319996,-64.73284086171257,-64.59917206892109,6608,-71.09942905807233,-70.78493828241065,313388,-64.59859700170026,-64.53846507669714,0,,
0.018,0.0142105263157894,303595,-48.962950018066486,-49.472761903514105,8881,-76.8631349654867,-74.76969043411661,134479,-56.04001024114196,-54.998750006151994,160235,-41.477085355183796,-44.42232700362176,304390,-49.21194419340916,-49.660806712887656,9089,-77.12902615995412,-75.05932647360183,137822,-56.163055507336686,-55.169734268226776,157479,-41.51723936608589,-44.48406769879642,303499,-48.82400837961418,-49.34152056193713,7875,-77.82782061196133,-74.87089140190328,133303,-56.00918469065732,-54.932171943272245,162321,-41.516201138895376,-44.54366478534568,303521,-48.94704654970138,-49.44038753653784,8652,-77.04402265051624,-75.38224064309938,134261,-56.041412114468244,-54.98165153988657,160608,-41.502886530801845,-44.46317117200843,305084,-49.16950753111009,-49.61184606721417,8478,-76.45303961662653,-74.7002957281656,137836,-56.17396343646582,-55.138559413368355,158770,-41.63171091215423,-44.50299964402727,304453,-49.18960424475413,-49.62610724008084,8516,-77.13170729112272,-75.07391657445515,137756,-56.18592923450142,-55.17987048680513,158181,-41.59235365947211,-44.587740403891644
0.004,0.0118421052631578,319996,-69.26898956109304,-66.55188842051174,129322,-83.02666629103784,-80.13907867170937,181022,-60.702894052645924,-60.764134001264495,9652,-45.59321988229043,-47.573998872597976,319996,-69.62885107355271,-66.84885246955702,131294,-83.13869513307395,-80.0872625150304,180873,-60.84556829227753,-60.991115899321244,7829,-45.98563234150609,-47.94706053276263,319988,-69.17239657890252,-66.61843541170731,127859,-82.63661184346924,-79.72284151157493,183686,-60.880418755572514,-60.99433137263696,8443,-45.67353822807345,-47.66073066761403,319988,-69.18674916970471,-66.48286284629681,128956,-82.82136422081456,-79.8492325453295,181723,-60.70712274790072,-60.70501822262525,9309,-45.8413558641465,-47.8850216479825,319996,-69.84651923785047,-67.32972921975772,135962,-82.74990574769369,-79.82255303100229,176075,-60.96654952300189,-61.121511177430996,7959,-45.86994314671599,-47.849517270679634,319989,-69.80448428391678,-67.20467325007698,134443,-82.77990051355697,-79.75426630817977,178882,-60.95635996377094,-61.05029179049831,6664,-45.54222295060483,-47.52223255135908
0.036,0.001578947368421,264466,-39.130628668459096,-41.26346197980391,0,,,25272,-52.90409478050336,-53.21113948214495,239194,-37.675395528900495,-40.69806565229683,264507,-39.13893040062549,-41.27416809251773,0,,,25258,-52.90837772242654,-53.22644557535381,239249,-37.68526204483695,-40.70904517868389,264501,-39.13501625668728,-41.26975229899377,0,,,25222,-52.90529840924242,-53.232573402307835,239279,-37.683513799506564,-40.70141664846897,264467,-39.13769268182277,-41.26708503928709,0,,,25256,-52.89991124270169,-53.22464716079071,239211,-37.6846717422608,-40.70153958041579,264549,-39.145827135163344,-41.28107934793224,0,,,25234,-52.91169676024939,-53.227652747805514,239315,-37.694317810133896,-40.71640716143712,264544,-39.14342884133905,-41.2779047683662,0,,,25270,-52.90737878733903,-53.22503479564635,239274,-37.68980239159766,-40.71643646957657
0.022,0.0063157894736842,282296,-43.76275788825793,-46.27687865050714,0,,,48636,-53.084204938477484,-52.40239027237616,233660,-41.82251180962027,-45.316907412277224,282428,-43.816506598782894,-46.32726512053716,0,,,49325,-53.02204543219182,-52.2956044502154,233103,-41.868598579761716,-45.3658717055863,282347,-43.77509685247448,-46.293335401441446,0,,,48413,-53.10923004531836,-52.44346940323999,233934,-41.84338367583,-45.35115970753377,282334,-43.75421873354206,-46.26600864841221,0,,,48669,-53.07083913311577,-52.421097434087784,233665,-41.81370304558344,-45.31960982462848,282541,-43.818643720803024,-46.34827695341487,0,,,49252,-53.058452675906636,-52.350522416786546,233289,-41.86793421175303,-45.39382938071485,282614,-43.84101064928379,-46.35634309342552,0,,,49928,-53.02655213344242,-52.27170994863248,232686,-41.87004670980711,-45.38282389120336
0.034,0.0,266160,-39.64883855391195,-41.89295996032549,0,,,25732,-53.13060172692054,-53.485647344265715,240428,-38.20594201121367,-41.33813235046241,266143,-39.65148893598429,-41.89340324176495,0,,,25715,-53.13324020193295,-53.495764869267035,240428,-38.20954692505431,-41.33830283528736,266138,-39.652243385874776,-41.89360432496366,0,,,25715,-53.1332484357195,-53.49638624034792,240423,-38.21035120061482,-41.33874552991357,266144,-39.65138569832896,-41.89369937197693,0,,,25724,-53.13218502518962,-53.49121492161088,240420,-38.208992877913985,-41.33808052420634,266144,-39.65138569832896,-41.89369937197693,0,,,25724,-53.13218502518962,-53.49121492161088,240420,-38.208992877913985,-41.33808052420634,266144,-39.65138569832896,-41.89369937197693,0,,,25724,-53.13218502518962,-53.49121492161088,240420,-38.208992877913985,-41.33808052420634
0.026,0.0,274124,-41.897932588088345,-44.52508470504115,0,,,26704,-53.988975884312865,-54.42328593471444,247420,-40.59294826918779,-44.03454706832436,274122,-41.898307869466386,-44.52463299692349,0,,,26702,-53.98986241233707,-54.424104782943125,247420,-40.59336611292392,-44.035173221543644,274117,-41.8990777172027,-44.52519367674524,0,,,26708,-53.98900174464077,-54.42133168893234,247409,-40.59396072095432,-44.03531180408185,274124,-41.89801189611271,-44.52468877398159,0,,,26700,-53.990203956240904,-54.424622247790616,247424,-40.59312017984664,-44.03533100985832,274124,-41.89801189611271,-44.52468877398159,0,,,26700,-53.990203956240904,-54.424622247790616,247424,-40.59312017984664,-44.03533100985832,274124,-41.89801189611271,-44.52468877398159,0,,,26700,-53.990203956240904,-54.424622247790616,247424,-40.59312017984664,-44.03533100985832
0.016,0.0,293368,-46.185141898971516,-48.74924345299715,0,,,94804,-51.8195461055574,-51.029937110321214,198564,-43.49500644440185,-47.692106440521954,293367,-46.18480807568216,-48.748669012610314,0,,,94774,-51.82038073647479,-51.03043753521122,198593,-43.495358984556304,-47.69251403940969,293375,-46.18403441709899,-48.74912934818292,0,,,94795,-51.81978002286112,-51.03001034483438,198580,-43.493730737482615,-47.69226197686571,293364,-46.18438678503518,-48.746567761600176,0,,,94740,-51.82097317939273,-51.03057245281182,198624,-43.49583859850466,-47.69334902990411,293364,-46.18438678503518,-48.746567761600176,0,,,94740,-51.82097317939273,-51.03057245281182,198624,-43.49583859850466,-47.69334902990411,293364,-46.18438678503518,-48.746567761600176,0,,,94740,-51.82097317939273,-51.03057245281182,198624,-43.49583859850466,-47.69334902990411
0.032,0.0055263157894736,268530,-40.29915495885294,-42.59279186499981,0,,,26065,-53.37875968203219,-53.697257727787395,242465,-38.89309677680741,-42.03117104921634,268536,-40.32470983503031,-42.61451094029897,0,,,26093,-53.3885588310694,-53.709917016739155,242443,-38.91870920043313,-42.057635046591045,268535,-40.30872147752012,-42.59888949006274,0,,,26047,-53.38220398375793,-53.6844851831841,242488,-38.904425187229585,-42.04429256636139,268559,-40.30690701777248,-42.604836321147985,0,,,26041,-53.3789854838803,-53.700570643439065,242518,-38.903258648018856,-42.03988314690966,268683,-40.354400571857724,-42.64760249344402,0,,,26011,-53.40045497562748,-53.72462196765832,242672,-38.95604838826648,-42.091710760918495,268622,-40.351866420687735,-42.64146794564868,0,,,26108,-53.394039002190986,-53.72036453642029,242514,-38.94780297792613,-42.091853494917615
0.024,0.0031578947368421,277138,-42.62328215197444,-45.29886810519558,0,,,26835,-54.14078276085374,-54.57596419095581,250303,-41.38849020445774,-44.81707934368699,277202,-42.64603151419003,-45.32350711121122,0,,,26850,-54.14804693784912,-54.57593350904504,250352,-41.41245193773267,-44.83282346986651,277143,-42.63182393091117,-45.29971166888825,0,,,26772,-54.15831799877822,-54.579773672055,250371,-41.39930379405451,-44.818103379979505,277139,-42.618138527555715,-45.290214766182665,0,,,26760,-54.16228542364015,-54.57432451463645,250379,-41.38432350736944,-44.80794250783532,277321,-42.66394662763416,-45.34460327611666,0,,,26848,-54.15003500732591,-54.57607996430474,250473,-41.43276202562928,-44.85587415677145,277275,-42.65410053681465,-45.33667243506853,0,,,26778,-54.16471886644931,-54.585380550790134,250497,-41.423621378856865,-44.85101923162171
0.03,0.0078947368421052,271525,-41.0694761345595,-43.35961240912617,0,,,29010,-53.42652843786519,-53.63535577480903,242515,-39.591307413783895,-42.705402860775756,271584,-41.08068934724523,-43.38522275242154,0,,,29081,-53.429981521854096,-53.63705962131417,242503,-39.59976018047285,-42.73892771361658,271581,-41.08220365615645,-43.361723038736606,0,,,29106,-53.41810647247663,-53.6318966621155,242475,-39.601437443673454,-42.704945601276485,271471,-41.073731560633924,-43.36304552563757,0,,,29066,-53.39998384785865,-53.59076930761367,242405,-39.59573049225466,-42.71177115175849,271839,-41.12362387575598,-43.42542320877001,0,,,29377,-53.39652713183379,-53.59151635551495,242462,-39.63662352537614,-42.763585073531445,271846,-41.13717167762689,-43.44891900095325,0,,,29027,-53.4103512593867,-53.62219657784277,242819,-39.67001472648328,-42.792243413816045
0.014,0.0094736842105263,312542,-50.815546716164604,-51.6701565105664,3261,-74.14358894692501,-72.97982661426042,187895,-55.56813348638216,-54.62387801861496,121386,-42.8322534458984,-45.99964385942385,312807,-50.82295172970187,-51.56086665685823,3519,-74.1259259158591,-72.84212778804724,186535,-55.560995007643726,-54.602068933324816,122753,-42.95500496659243,-46.116304698472604,312653,-50.726125155201494,-51.529240364444895,3130,-75.26238523117553,-73.51209160803393,186867,-55.42105086879404,-54.44654710660388,122656,-42.947254351003586,-46.14332783202829,312174,-50.70431048575524,-51.54563539444088,3134,-74.00835194576807,-72.7765417847296,185465,-55.573303470954215,-54.62658828678128,123575,-42.805765877738956,-46.037018568281844,313504,-51.02767246027576,-51.79791001987086,3167,-74.00816388993225,-72.60235008662896,192137,-55.607465360897464,-54.697949249608655,118200,-42.967377325720165,-46.046670175584524,313176,-50.91750896302311,-51.72713033822552,3236,-74.30385162322888,-73.05128692101611,190381,-55.56974824827266,-54.66052983916219,119559,-42.87649011698457,-46.02369502909523
0.018,0.0134210526315789,302825,-48.576510311799176,-49.3364509616771,6557,-76.15496960160107,-74.2046787608679,133560,-55.79678347607853,-54.77091039545176,162708,-41.53830910851242,-44.6480929776245,303551,-48.81672328786999,-49.539567700259504,6802,-76.17338069804721,-74.21835191595551,137510,-55.86605054046556,-54.86723048429769,159239,-41.56075600467651,-44.65693086756755,302723,-48.47797531619347,-49.24707386272351,5868,-77.29483862396665,-74.78604787533641,133102,-55.76836642584612,-54.73122715906899,163753,-41.519550179756294,-44.70807530660391,302641,-48.55020857138298,-49.29348164387454,6467,-76.19036843530651,-74.59971340049212,133035,-55.78116340708518,-54.73171861682933,163139,-41.557895326802395,-44.67856016934748,304124,-48.765454080167395,-49.46720199531843,6113,-76.2393006238774,-74.28818799700088,137096,-55.89421704073984,-54.8847875241141,160915,-41.64820266939562,-44.69688312503378,303457,-48.77597173606208,-49.46923913069867,6286,-76.56828397286539,-74.73865448792195,136496,-55.9023414602103,-54.908987063062554,160675,-41.63470248703217,-44.76073475552409
0.04,0.0039473684210526,261039,-38.101476084611626,-40.013358135846616,0,,,24448,-52.53497312454608,-52.77758692740726,236591,-36.609998658875575,-39.43808355082328,261146,-38.10572956063127,-40.02375273370658,0,,,24434,-52.54758728671795,-52.788906104415304,236712,-36.61500517116558,-39.453509084735444,261103,-38.08923695433088,-40.00401093117777,0,,,24396,-52.522491358547775,-52.77204146225035,236707,-36.6016862082808,-39.43212397336429,260986,-38.1072897479167,-40.00898750921378,0,,,24540,-52.53320069557013,-52.767246748368294,236446,-36.61006900975485,-39.43775524157074,261231,-38.125961182145936,-40.045452636424976,0,,,24419,-52.52952984444418,-52.780043383491524,236812,-36.64072925485907,-39.47817900431758,261180,-38.13440253332893,-40.04339396183025,0,,,24487,-52.531994617523665,-52.78007738896666,236693,-36.64490416470088,-39.471340789610295
