ou_mean,ou_std,PV4_r,PV4_cv
0.024,0.0118421052631578,128.71774193548387,0.44459124954769813
0.002,0.0007894736842105,0.0,
0.006,0.0110526315789473,0.07661290322580645,
0.018,0.0102631578947368,80.63575268817205,0.9521499301279376
0.034,0.0094736842105263,169.13172043010752,0.12604591215822777
0.016,0.0134210526315789,43.346774193548384,1.3832545327319095
0.04,0.0071052631578947,184.85887096774192,0.12093192669791832
0.028,0.0055263157894736,157.48521505376345,0.07140103856093583
0.012,0.0134210526315789,11.692204301075268,1.5269233631632104
0.032,0.0007894736842105,167.8481182795699,0.007528615420570006
0.02,0.0047368421052631,127.60752688172043,0.1628944536481163
0.018,0.0110526315789473,76.36155913978494,1.0203927389789127
0.032,0.0102631578947368,163.34408602150538,0.14568685550321273
0.024,0.0102631578947368,134.23655913978496,0.32678907408902985
0.02,0.0094736842105263,108.25,0.5951866520894183
0.024,0.0063157894736842,143.88575268817203,0.13322719755530016
0.034,0.0110526315789473,169.25,0.1650068421286731
0.004,0.0,0.0,
0.024,0.001578947368421,148.86693548387098,0.025787453878259967
0.038,0.015,183.84274193548387,0.26271626720453783
0.038,0.0142105263157894,183.94758064516128,0.24553874852192023
0.002,0.0110526315789473,0.0,
0.006,0.0055263157894736,0.0,
0.018,0.015,58.905913978494624,1.2746832599292277
0.032,0.0055263157894736,166.21102150537635,0.05225934953282684
0.022,0.0102631578947368,121.66263440860214,0.46545823534466646
0.032,0.015,159.56048387096774,0.3132304856416285
0.008,0.0094736842105263,0.29301075268817206,1.1555535441651161
0.02,0.0031578947368421,130.84677419354838,0.09432589871135014
0.018,0.0031578947368421,117.43817204301075,0.14380520388772344
0.008,0.015,1.7970430107526882,1.1924171664318053
0.03,0.0118421052631578,155.55510752688173,0.21252296331886403
0.026,0.0126315789473684,137.23790322580646,0.38098176193778166
0.012,0.0071052631578947,8.720430107526882,1.3788498261036208
0.032,0.0110526315789473,162.90322580645162,0.16863965092727512
0.002,0.0055263157894736,0.0,
0.016,0.0078947368421052,63.973118279569896,1.0360916303686372
0.002,0.0063157894736842,0.0,
0.03,0.0142105263157894,152.05645161290323,0.31931843081468003
0.026,0.0071052631578947,149.71908602150538,0.1254010888490961
0.032,0.0078947368421052,164.6465053763441,0.0899882325333802
0.004,0.015,0.13440860215053763,1.357123239709113
0.004,0.0039473684210526,0.0,
